gene,importance,p_value,rank_by_importance,is_known,high_group_size,low_group_size,significant
CHRM5,0.0,0.024777825994948755,8379,False,91,92,YES
CHRM4,0.0,0.16292848513958608,8380,False,91,92,NO
CHRM3,0.0,0.7571681068820727,8381,False,91,92,NO
CHRM2,0.0,0.5974794518469219,8382,False,91,92,NO
CHRM1,0.0,0.6014082063489471,8383,False,91,92,NO
HSPC072,0.0,0.6863788252692352,8384,False,91,92,NO
HTR1D,0.0,0.05002481379734418,8385,False,91,92,NO
BEAN,0.0,0.19185404092787534,8386,False,91,92,NO
MGAT3,0.0,0.5389354656105609,8387,False,91,92,NO
MGAT5,0.0,0.2302823617614062,8388,False,91,92,NO
GLRX,0.0,0.9866386792863899,8389,False,91,92,NO
PABPN1L,0.0,0.09854602241976347,8390,False,60,123,NO
KIAA0652,0.0,0.48410461368531366,8391,False,91,92,NO
KRTAP10-9,0.0,,8392,False,2,181,NA
VTN,0.0,0.09606016562538813,8393,False,91,92,NO
CHST11,0.0,0.0015019381525097904,8394,False,91,92,YES
CHST10,0.0,0.02288641714477331,8395,False,91,92,YES
CHST13,0.0,0.23320488873247172,8396,False,91,92,NO
CHST12,0.0,0.01512985438805859,8397,False,91,92,YES
CHST15,0.0,0.6327094258764332,8398,False,91,92,NO
CHST14,0.0,0.973416467409865,8399,False,91,92,NO
VAMP7,0.0,0.495485116074583,8400,False,91,92,NO
TMEM9,0.0,0.556690151960374,8401,False,91,92,NO
VAMP8,0.0,0.09850053702706564,8402,False,91,92,NO
UNC5B,0.0,0.8630243129478474,8403,False,91,92,NO
ROCK2,0.0,0.15723253160809045,8405,False,91,92,NO
MOSC2,0.0,0.3175353875890048,8406,False,90,93,NO
MOSC1,0.0,0.9861380281256343,8407,False,91,92,NO
HTR1B,0.0,0.3024855857441725,8408,False,91,92,NO
MMP8,0.0,0.18435737306117744,8409,False,91,92,NO
MMP9,0.0,0.09811429513518387,8410,False,91,92,NO
MMP7,0.0,0.23842588909787327,8411,False,91,92,NO
SLFN5,0.0,0.006146253957226388,8412,False,91,92,YES
MMP2,0.0,0.5728969201127205,8413,False,91,92,NO
MMP3,0.0,0.08368527080057458,8414,False,91,92,NO
GXYLT1,0.0,0.08386164862165052,8415,False,91,92,NO
TRAPPC2L,0.0,0.5615462485595698,8416,False,91,92,NO
GXYLT2,0.0,0.7477880989214762,8417,False,91,92,NO
GNPTAB,0.0,0.36275499010918943,8418,False,91,92,NO
AMICA1,0.0,0.5596288235710509,8419,False,91,92,NO
TAPT1,0.0,0.020714796828148255,8420,False,91,92,YES
AGER,0.0,0.07162602868547985,8421,False,91,92,NO
PODXL,0.0,0.4214240359540753,8422,False,91,92,NO
ISPD,0.0,0.8190055829756969,8423,False,91,92,NO
NGDN,0.0,0.6572121103563419,8424,False,91,92,NO
CAPRIN2,0.0,0.8643372456835251,8425,False,91,92,NO
NAIF1,0.0,0.004051546483239054,8426,False,91,92,YES
CAPRIN1,0.0,0.04019052279053938,8427,False,91,92,YES
CCNT1,0.0,0.7676732732285161,8428,False,91,92,NO
PLDN,0.0,0.4555851165886541,8429,False,91,92,NO
CCNT2,0.0,0.5509997010535365,8430,False,91,92,NO
SEC61B,0.0,0.6638486455135111,8431,False,91,92,NO
CREBZF,0.0,0.29443042001662423,8432,False,91,92,NO
BEYLA,0.0,,8433,False,1,182,NA
IER5,0.0,0.25666969586972765,8434,False,91,92,NO
KCNE4,0.0,0.5066512724196561,8435,False,90,93,NO
LTC4S,0.0,0.10666469333161578,8436,False,91,92,NO
SLC28A3,0.0,0.1224435855264055,8437,False,91,92,NO
CBFA2T3,0.0,0.35253439923016927,8438,False,91,92,NO
CBFA2T2,0.0,0.0033069481755519424,8439,False,91,92,YES
IRF2BP2,0.0,0.8693748758709882,8440,False,91,92,NO
IRF2BP1,0.0,0.001168155937228461,8441,False,91,92,YES
C9orf89,0.0,0.15678343030080752,8442,False,91,92,NO
C9orf84,0.0,0.19609876397210313,8444,False,91,92,NO
C9orf85,0.0,0.30507787708110684,8445,False,91,92,NO
C9orf86,0.0,0.12655677224115605,8446,False,91,92,NO
ZMYM6,0.0,0.6978340606958696,8447,False,91,92,NO
C9orf80,0.0,0.6980382937055131,8448,False,91,92,NO
C9orf82,0.0,0.36179294484526714,8449,False,91,92,NO
H3F3B,0.0,0.2569185258670129,8450,False,91,92,NO
MC1R,0.0,0.00957390594024331,8451,False,91,92,YES
VRK1,0.0,0.22239655084080753,8452,False,91,92,NO
FAM92A3,0.0,0.9122067324477038,8453,False,13,170,NO
VRK3,0.0,0.17740032443878193,8454,False,91,92,NO
PDRG1,0.0,0.32979798242299563,8455,False,91,92,NO
CRYL1,0.0,0.25630132640346714,8456,False,91,92,NO
WNK3,0.0,0.035495480085719074,8457,False,91,92,YES
LRRC6,0.0,0.09917338334191576,8458,False,91,92,NO
LRRC7,0.0,0.20960310060756293,8459,False,91,92,NO
TXNRD3IT1,0.0,0.033411396170977804,8460,False,91,92,YES
LRRC1,0.0,0.2645848559044612,8461,False,91,92,NO
LRRC2,0.0,0.056073543342365376,8462,False,91,92,NO
LRRC3,0.0,0.07847642173326189,8463,False,91,92,NO
NR2C2,0.0,0.2549378959865113,8464,False,91,92,NO
TNIP3,0.0,0.8208539893411448,8465,False,91,92,NO
LOC134466,0.0,0.5962708679226598,8466,False,91,92,NO
USP30,0.0,0.2971419133445937,8467,False,91,92,NO
RFNG,0.0,0.43242314908485757,8468,False,91,92,NO
USP32,0.0,0.9689922109207595,8469,False,91,92,NO
USP33,0.0,0.5487808421438582,8470,False,91,92,NO
USP34,0.0,0.59519256334506,8471,False,91,92,NO
SHMT2,0.0,0.295094818175177,8472,False,91,92,NO
SHMT1,0.0,0.48179991726244586,8473,False,90,93,NO
USP37,0.0,0.17449870747326723,8474,False,91,92,NO
MORN5,0.0,0.1618784934791114,8475,False,91,92,NO
MORN4,0.0,0.06594310027285231,8476,False,91,92,NO
MORN1,0.0,0.04014255151043988,8478,False,91,92,YES
PLD1,0.0,0.7290327204822975,8479,False,91,92,NO
MORN3,0.0,0.4449611128475487,8480,False,91,92,NO
MORN2,0.0,0.5581839761110947,8481,False,91,92,NO
ST20,0.0,0.5421640104599184,8482,False,91,92,NO
RPL39L,0.0,0.602593956884873,8483,False,91,92,NO
PPFIBP1,0.0,0.003490216690376919,8484,False,91,92,YES
PPFIBP2,0.0,0.7478737204664065,8485,False,91,92,NO
RPL23AP64,0.0,0.07505508460537284,8486,False,91,92,NO
FTHL3,0.0,0.3649536282618082,8487,False,91,92,NO
APOBEC2,0.0,0.9001247856362172,8488,False,91,92,NO
APOBEC1,0.0,0.15136419134345866,8489,False,91,92,NO
LDLRAD3,0.0,0.22456286728828634,8490,False,91,92,NO
TPK1,0.0,0.27606464972825306,8491,False,91,92,NO
APOBEC4,0.0,0.011816646496200473,8492,False,91,92,YES
UBE2CBP,0.0,0.02779507334749326,8493,False,91,92,YES
SIRPD,0.0,0.10054206056583206,8494,False,91,92,NO
CSPP1,0.0,0.3951172254493379,8495,False,91,92,NO
HHIPL1,0.0,0.553015956675101,8496,False,91,92,NO
RRP1,0.0,0.9327851078995997,8497,False,91,92,NO
DOCK8,0.0,0.6527808145567329,8498,False,91,92,NO
MRPL19,0.0,8.605142281391418e-05,8500,False,91,92,YES
SCO1,0.0,0.4298509769808233,8501,False,91,92,NO
DOCK2,0.0,0.446002891126408,8502,False,91,92,NO
DOCK3,0.0,0.03071058966443349,8503,False,91,92,YES
DOCK1,0.0,0.9729451948116907,8504,False,91,92,NO
DOCK6,0.0,0.7281481535765457,8505,False,91,92,NO
DOCK7,0.0,0.0018267940348539286,8506,False,91,92,YES
DOCK4,0.0,0.5406127311236627,8507,False,91,92,NO
DOCK5,0.0,0.13732046700707295,8508,False,90,93,NO
SAAL1,0.0,0.2921402153449367,8509,False,91,92,NO
UHRF1BP1,0.0,0.5363062250054186,8510,False,91,92,NO
TAP2,0.0,0.00739330365593016,8511,False,91,92,YES
ACSBG1,0.0,0.6183554031583594,8512,False,91,92,NO
ACSBG2,0.0,0.04189836758478454,8513,False,91,92,YES
TNFRSF12A,0.0,0.03623123178969813,8514,False,91,92,YES
FAM184A,0.0,0.007138912906947751,8515,False,91,92,YES
FAM184B,0.0,0.05342243561441334,8516,False,91,92,NO
JUB,0.0,0.08069279361557338,8517,False,91,92,NO
LOC342346,0.0,0.09059189439428017,8518,False,91,92,NO
FLJ41941,0.0,0.010838112784111285,8520,False,89,94,YES
LRRC66,0.0,0.8156358048364136,8521,False,91,92,NO
HSPH1,0.0,0.8779968467776816,8522,False,91,92,NO
SLC9A2,0.0,0.615071381240347,8523,False,91,92,NO
SLC9A3,0.0,0.795523550024219,8524,False,91,92,NO
LIM2,0.0,0.7315623328740786,8525,False,12,171,NO
PBXIP1,0.0,0.025674832124825474,8526,False,91,92,YES
POLR2K,0.0,0.3382051444701266,8527,False,91,92,NO
JUN,0.0,0.4603793521124665,8528,False,91,92,NO
SLC23A3,0.0,0.9591702588668062,8529,False,91,92,NO
EIF5AL1,0.0,0.03922044763518394,8530,False,91,92,YES
UCK1,0.0,0.3568850479299257,8531,False,91,92,NO
JUP,0.0,0.05297320831077884,8532,False,91,92,NO
PLEKHB2,0.0,0.1900796332926195,8533,False,91,92,NO
SCNN1B,0.0,0.887224522304809,8534,False,91,92,NO
SCNN1A,0.0,0.004498902292751173,8535,False,91,92,YES
FAM98C,0.0,0.7210720387488059,8536,False,91,92,NO
ARHGEF37,0.0,0.2545302146702339,8537,False,91,92,NO
FAM98A,0.0,0.7387891963270221,8538,False,91,92,NO
ARHGEF35,0.0,0.6538018939383061,8539,False,91,92,NO
PLCB4,0.0,0.23634445203317156,8540,False,91,92,NO
CYP4Z1,0.0,0.15993605371192687,8541,False,91,92,NO
SPINT3,0.0,,8542,False,6,177,NA
LOC93622,0.0,0.16098639864605563,8543,False,91,92,NO
SEC13,0.0,0.5965285338296147,8544,False,91,92,NO
SLAMF8,0.0,0.5511375246402463,8545,False,91,92,NO
CLEC9A,0.0,0.21852478203889794,8546,False,91,92,NO
ARHGEF38,0.0,0.0329161504504551,8547,False,91,92,YES
SKINTL,0.0,0.9436682912681319,8548,False,91,92,NO
MCCC1,0.0,0.5412217427742394,8549,False,91,92,NO
TWF2,0.0,0.2447708732504114,8550,False,91,92,NO
GIMAP8,0.0,0.3731857260524508,8551,False,91,92,NO
C11orf58,0.0,0.5028066373180634,8552,False,91,92,NO
GIMAP4,0.0,0.47310989812378823,8553,False,91,92,NO
GIMAP5,0.0,0.4095424402944241,8554,False,91,92,NO
GIMAP7,0.0,0.26082052628402475,8556,False,91,92,NO
GIMAP1,0.0,0.4110092864629111,8557,False,91,92,NO
GIMAP2,0.0,0.2955679013810666,8558,False,91,92,NO
SCUBE2,0.0,0.08292485304544481,8559,False,91,92,NO
SCUBE3,0.0,0.960698718009037,8560,False,91,92,NO
SCUBE1,0.0,0.2638685962534423,8561,False,91,92,NO
ESR2,0.0,0.23319236411271865,8562,False,91,92,NO
CUX1,0.0,0.4118466252998031,8563,False,91,92,NO
WARS,0.0,0.1432829350179826,8565,False,91,92,NO
TTTY6B,0.0,,8566,False,3,180,NA
ZNF233,0.0,0.008969171028104319,8567,False,91,92,YES
LOC221122,0.0,0.0437677470913737,8568,False,37,146,YES
RPSAP52,0.0,0.0004377379150494465,8569,False,91,92,YES
RHBDF1,0.0,0.18870601285289182,8570,False,91,92,NO
RHBDF2,0.0,0.6107988586778506,8571,False,91,92,NO
